Gene stable ID,Gene name,Gene type
ENSG00000155265,GOLGA7B,protein_coding
ENSG00000254264,IGKV3OR22-2,IG_V_pseudogene
ENSG00000171135,JAGN1,protein_coding
ENSG00000188283,ZNF383,protein_coding
ENSG00000091137,SLC26A4,protein_coding
ENSG00000156052,GNAQ,protein_coding
ENSG00000166510,CCDC68,protein_coding
ENSG00000095713,CRTAC1,protein_coding
ENSG00000203757,OR6K3,protein_coding
ENSG00000226057,PHF2P2,transcribed_unprocessed_pseudogene
ENSG00000259223,AC009654.1,lncRNA
ENSG00000279995,AC139792.3,TEC
ENSG00000278900,AC139792.2,TEC
ENSG00000287915,AC037433.1,lncRNA
ENSG00000259068,TRAV37,TR_V_pseudogene
ENSG00000273294,C1QTNF3-AMACR,protein_coding
ENSG00000279443,AL513497.1,TEC
ENSG00000180785,OR51E1,protein_coding
ENSG00000242110,AMACR,protein_coding
ENSG00000287184,AC007269.1,lncRNA
ENSG00000229716,RPL23AP19,processed_pseudogene
ENSG00000006606,CCL26,protein_coding
ENSG00000287743,AL031289.2,lncRNA
ENSG00000234619,RPL7P11,processed_pseudogene
ENSG00000232685,LINC00442,lncRNA
ENSG00000233741,AC016691.1,processed_pseudogene
ENSG00000232912,RERE-AS1,lncRNA
ENSG00000259909,AC100827.1,unprocessed_pseudogene
ENSG00000106018,VIPR2,protein_coding
ENSG00000196844,PATE2,protein_coding
ENSG00000132792,CTNNBL1,protein_coding
ENSG00000228423,AL357552.3,lncRNA
ENSG00000267605,AC016590.1,lncRNA
ENSG00000187721,GTF2IP3,unprocessed_pseudogene
ENSG00000096092,TMEM14A,protein_coding
ENSG00000100968,NFATC4,protein_coding
ENSG00000240389,EGFL8,protein_coding
ENSG00000156970,BUB1B,protein_coding
ENSG00000230572,AC027612.2,transcribed_unprocessed_pseudogene
ENSG00000225346,HCG4,unprocessed_pseudogene
ENSG00000226619,AL137001.1,lncRNA
ENSG00000267614,AC245748.3,lncRNA
ENSG00000229375,USP24P1,unprocessed_pseudogene
ENSG00000227027,HLA-T,unprocessed_pseudogene
ENSG00000267647,MAP1LC3P,processed_pseudogene
ENSG00000282917,AC107068.2,lncRNA
ENSG00000070159,PTPN3,protein_coding
ENSG00000237395,MICD,unprocessed_pseudogene
ENSG00000236027,PATE3,protein_coding
ENSG00000253481,IGKV1OR22-1,IG_V_pseudogene
ENSG00000285045,AC006548.3,unprocessed_pseudogene
ENSG00000124508,BTN2A2,protein_coding
ENSG00000259230,LINC02323,lncRNA
ENSG00000205231,TTLL10-AS1,lncRNA
ENSG00000259959,AC107068.1,lncRNA
ENSG00000275623,KIR2DL3,protein_coding
ENSG00000230081,HSPE1P28,processed_pseudogene
ENSG00000245680,ZNF585B,protein_coding
ENSG00000233705,SLC26A4-AS1,lncRNA
ENSG00000162571,TTLL10,protein_coding
ENSG00000224320,HLA-A,protein_coding
ENSG00000180437,OR6K4P,unprocessed_pseudogene
ENSG00000170448,NFXL1,protein_coding
ENSG00000119314,PTBP3,protein_coding
ENSG00000249772,AC026427.1,lncRNA
ENSG00000126254,RBM42,protein_coding
ENSG00000274763,KIR3DL3,protein_coding
ENSG00000225167,TXNP2,processed_pseudogene
ENSG00000233039,MTND5P30,processed_pseudogene
ENSG00000180347,ITPRID1,protein_coding
ENSG00000113319,RASGRF2,protein_coding
ENSG00000024526,DEPDC1,protein_coding
ENSG00000100416,TRMU,protein_coding
ENSG00000278662,GOLGA6L10,protein_coding
ENSG00000167676,PLIN4,protein_coding
ENSG00000226949,OR6K5P,unprocessed_pseudogene
ENSG00000231419,LINC00689,lncRNA
ENSG00000166401,SERPINB8,protein_coding
ENSG00000167674,HDGFL2,protein_coding
ENSG00000279617,AC005796.1,TEC
ENSG00000275547,AC010632.3,unprocessed_pseudogene
ENSG00000143436,MRPL9,protein_coding
ENSG00000101342,TLDC2,protein_coding
ENSG00000223494,VARS2,protein_coding
ENSG00000233248,MTND6P9,processed_pseudogene
ENSG00000250767,AC139783.1,processed_pseudogene
ENSG00000130037,KCNA5,protein_coding
ENSG00000082196,C1QTNF3,protein_coding
ENSG00000164690,SHH,protein_coding
ENSG00000228072,AL139008.2,lncRNA
ENSG00000236873,AGPAT1,protein_coding
ENSG00000285523,AC005906.3,lncRNA
ENSG00000253620,AC144568.1,processed_pseudogene
ENSG00000253896,AC144568.2,lncRNA
ENSG00000285366,AC008533.1,TEC
ENSG00000164038,SLC9B2,protein_coding
ENSG00000226272,ARHGAP26-AS1,lncRNA
ENSG00000187689,AMTN,protein_coding
ENSG00000254193,AC131281.2,processed_pseudogene
ENSG00000261809,CYP3A54P,processed_pseudogene
ENSG00000253612,WBP1LP3,processed_pseudogene
ENSG00000237421,UBDP1,unprocessed_pseudogene
ENSG00000236574,AC092634.5,processed_pseudogene
ENSG00000286874,AC072054.1,lncRNA
ENSG00000229935,MTCYBP9,processed_pseudogene
ENSG00000176269,OR4F21,protein_coding
ENSG00000271251,AC025946.2,processed_pseudogene
ENSG00000229136,MAS1LP1,unprocessed_pseudogene
ENSG00000225451,AC092634.2,processed_pseudogene
ENSG00000230789,ARHGAP26-IT1,lncRNA
ENSG00000266179,AC025627.3,processed_pseudogene
ENSG00000271900,AC025627.4,processed_pseudogene
ENSG00000227225,MTND1P14,unprocessed_pseudogene
ENSG00000250026,TMPRSS11BNL,transcribed_unprocessed_pseudogene
ENSG00000255464,SEPTIN14P8,unprocessed_pseudogene
ENSG00000242752,NMTRQ-TTG12-1,unprocessed_pseudogene
ENSG00000066629,EML1,protein_coding
ENSG00000280720,AC226496.3,unprocessed_pseudogene
ENSG00000214113,LYRM4,protein_coding
ENSG00000253166,AC131281.1,unprocessed_pseudogene
ENSG00000281174,AC226496.7,unprocessed_pseudogene
ENSG00000236299,AC092634.4,lncRNA
ENSG00000281890,AC226496.10,unprocessed_pseudogene
ENSG00000228725,MTND2P12,unprocessed_pseudogene
ENSG00000058799,YIPF1,protein_coding
ENSG00000250426,FTLP10,transcribed_processed_pseudogene
ENSG00000238001,SNRPCP1,processed_pseudogene
ENSG00000259183,MED28P6,processed_pseudogene
ENSG00000260305,NTRK3-AS1,lncRNA
ENSG00000230867,AL157884.1,processed_pseudogene
ENSG00000227910,AC092634.3,transcribed_processed_pseudogene
ENSG00000188133,TMEM215,protein_coding
ENSG00000197403,OR6N1,protein_coding
ENSG00000226581,LINC02848,lncRNA
ENSG00000158077,NLRP14,protein_coding
ENSG00000273786,AC020658.4,lncRNA
ENSG00000072778,ACADVL,protein_coding
ENSG00000275074,NUDT18,protein_coding
ENSG00000140538,NTRK3,protein_coding
ENSG00000176753,C15orf56,lncRNA
ENSG00000230453,ANKRD18B,protein_coding
ENSG00000182134,TDRKH,protein_coding
ENSG00000287588,AC092634.8,lncRNA
ENSG00000215568,GAB4,protein_coding
ENSG00000226342,NMD3P1,processed_pseudogene
ENSG00000227460,SYNGAP1,protein_coding
ENSG00000235720,GABPAP,processed_pseudogene
ENSG00000213529,AL359073.1,processed_pseudogene
ENSG00000170748,RBMXL2,protein_coding
ENSG00000235844,HLA-DPA1,protein_coding
ENSG00000185974,GRK1,protein_coding
ENSG00000233589,AL138789.1,lncRNA
ENSG00000186163,AC245088.1,transcribed_unitary_pseudogene
ENSG00000149308,NPAT,protein_coding
ENSG00000255179,AC027804.1,lncRNA
ENSG00000234264,DEPDC1-AS1,lncRNA
ENSG00000234954,MAS1L,protein_coding
ENSG00000271627,AC027612.4,processed_pseudogene
ENSG00000226059,HMGB3P20,processed_pseudogene
ENSG00000213787,RPL7AP38,processed_pseudogene
ENSG00000171936,OR10H3,protein_coding
ENSG00000005020,SKAP2,protein_coding
ENSG00000272240,AC004908.1,lncRNA
ENSG00000223544,AC005838.1,unprocessed_pseudogene
ENSG00000223703,AC027612.1,unprocessed_pseudogene
ENSG00000266261,AC005324.5,lncRNA
ENSG00000277083,PRSS3P3,transcribed_unitary_pseudogene
ENSG00000180433,OR6K6,protein_coding
ENSG00000172748,ZNF596,protein_coding
ENSG00000221887,HMSD,protein_coding
ENSG00000241881,AC245088.2,lncRNA
ENSG00000286698,AC027612.5,lncRNA
ENSG00000213771,KRT8P37,processed_pseudogene
ENSG00000232531,AC027612.3,processed_pseudogene
ENSG00000225129,AL035250.1,lncRNA
ENSG00000241322,CDRT1,protein_coding
ENSG00000242736,TRBV1,TR_V_pseudogene
ENSG00000225123,AL139008.1,processed_pseudogene
ENSG00000233457,AL353705.2,processed_pseudogene
ENSG00000259388,AC025040.2,processed_pseudogene
ENSG00000226660,TRBV2,TR_V_gene
ENSG00000234373,SNX18P7,processed_pseudogene
ENSG00000233947,AL353705.3,processed_pseudogene
ENSG00000226562,CYP4F26P,lncRNA
ENSG00000165355,FBXO33,protein_coding
ENSG00000234927,HMGN1P18,processed_pseudogene
ENSG00000282321,MTND1P7,unprocessed_pseudogene
ENSG00000230352,AL035250.2,lncRNA
ENSG00000258444,AL132855.1,lncRNA
ENSG00000237702,TRBV3-1,TR_V_gene
ENSG00000106034,CPED1,protein_coding
ENSG00000286309,AL160410.1,lncRNA
ENSG00000092054,MYH7,protein_coding
ENSG00000233686,PIEZO1P1,processed_pseudogene
ENSG00000211710,TRBV4-1,TR_V_gene
ENSG00000287752,AL389889.2,lncRNA
ENSG00000229698,HLA-F,protein_coding
ENSG00000227282,AL389889.1,lncRNA
ENSG00000283667,AC009802.1,lncRNA
ENSG00000236420,CHCHD3P1,processed_pseudogene
ENSG00000236693,HLA-DPB1,protein_coding
ENSG00000273883,LILRP2,transcribed_processed_pseudogene
ENSG00000247572,CKMT2-AS1,lncRNA
ENSG00000254118,MTCYBP20,processed_pseudogene
ENSG00000279770,LINC00552,TEC
ENSG00000270234,AL355333.1,processed_pseudogene
ENSG00000215186,GOLGA6B,protein_coding
ENSG00000273918,AC245128.4,unprocessed_pseudogene
ENSG00000234752,LINC02676,lncRNA
ENSG00000276307,LILRP1,unprocessed_pseudogene
ENSG00000223808,AC044784.1,lncRNA
ENSG00000146410,MTFR2,protein_coding
ENSG00000270226,AC006548.2,processed_pseudogene
ENSG00000230014,LINC00709,lncRNA
ENSG00000164039,BDH2,protein_coding
ENSG00000258080,ARHGAP42P4,processed_pseudogene
ENSG00000164093,PITX2,protein_coding
ENSG00000287120,AL138773.1,lncRNA
ENSG00000176928,GCNT4,protein_coding
ENSG00000276400,VN1R9P,processed_pseudogene
ENSG00000258488,AC023310.1,unprocessed_pseudogene
ENSG00000265491,RNF115,protein_coding
ENSG00000257142,AL512310.2,unprocessed_pseudogene
ENSG00000258526,AL049828.1,lncRNA
ENSG00000253828,MTND2P38,unprocessed_pseudogene
ENSG00000248794,AC026436.1,processed_pseudogene
ENSG00000274897,PANO1,protein_coding
ENSG00000251001,AC026427.2,processed_pseudogene
ENSG00000236196,NFKBIL1,protein_coding
ENSG00000220702,Z85994.1,lncRNA
ENSG00000236079,Z85994.2,processed_pseudogene
ENSG00000177595,PIDD1,protein_coding
ENSG00000237899,AL031289.1,lncRNA
ENSG00000153147,SMARCA5,protein_coding
ENSG00000258791,LINC00520,lncRNA
ENSG00000227809,AL355674.1,lncRNA
ENSG00000108452,ZNF29P,unprocessed_pseudogene
ENSG00000186008,RPS4XP21,processed_pseudogene
ENSG00000263165,AC087292.2,lncRNA
ENSG00000167740,CYB5D2,protein_coding
ENSG00000235590,GNAS-AS1,lncRNA
ENSG00000286123,AL049828.2,lncRNA
ENSG00000183795,BPY2B,protein_coding
ENSG00000235838,HSP90AB7P,processed_pseudogene
ENSG00000228636,LINC02663,lncRNA
ENSG00000225806,AL121917.1,lncRNA
ENSG00000204982,PRSS3P4,unprocessed_pseudogene
ENSG00000213892,CEACAM16,protein_coding
ENSG00000204876,AC021218.1,lncRNA
ENSG00000117281,CD160,protein_coding
ENSG00000253803,AC091163.3,processed_pseudogene
ENSG00000105409,ATP1A3,protein_coding
ENSG00000270584,AC093813.1,processed_pseudogene
ENSG00000286944,AL137018.1,lncRNA
ENSG00000224825,RORB-AS1,lncRNA
ENSG00000236796,AL157884.3,unprocessed_pseudogene
ENSG00000270849,CHCHD2P3,processed_pseudogene
ENSG00000198060,MARCHF5,protein_coding
ENSG00000198963,RORB,protein_coding
ENSG00000231193,AL157884.2,lncRNA
ENSG00000283541,BX005040.4,unprocessed_pseudogene
ENSG00000216588,IGSF23,protein_coding
ENSG00000254156,MTND6P20,transcribed_processed_pseudogene
ENSG00000232655,LINC01656,lncRNA
ENSG00000240566,AC010153.1,processed_pseudogene
ENSG00000274641,H2BC17,protein_coding
ENSG00000185722,ANKFY1,protein_coding
ENSG00000186141,POLR3C,protein_coding
ENSG00000232976,TRIM60P10Y,processed_pseudogene
ENSG00000105641,SLC5A5,protein_coding
ENSG00000226270,ZNF736P2Y,processed_pseudogene
ENSG00000142748,FCN3,protein_coding
ENSG00000168131,OR2B2,protein_coding
ENSG00000227837,TRIM60P11Y,processed_pseudogene
ENSG00000224366,AC243964.1,unprocessed_pseudogene
ENSG00000231580,RPL32P1,processed_pseudogene
ENSG00000225419,RPL21P3,processed_pseudogene
ENSG00000182853,VMO1,protein_coding
ENSG00000261595,AL603832.2,lncRNA
ENSG00000275422,GU182351.2,unprocessed_pseudogene
ENSG00000251453,HAUS1P1,processed_pseudogene
ENSG00000280578,AC226496.1,processed_pseudogene
ENSG00000073008,PVR,protein_coding
ENSG00000275436,GU182351.3,protein_coding
ENSG00000176087,SLC35A4,protein_coding
ENSG00000168126,OR2W6P,unprocessed_pseudogene
ENSG00000124657,OR2B6,protein_coding
ENSG00000173452,TMEM196,protein_coding
ENSG00000087460,GNAS,protein_coding
ENSG00000164338,UTP15,protein_coding
ENSG00000231531,HINT1P1,processed_pseudogene
ENSG00000214374,RPLP2P1,processed_pseudogene
ENSG00000168876,ANKRD49,protein_coding
ENSG00000283602,AC116353.6,transcribed_unitary_pseudogene
ENSG00000216629,OR2W4P,unprocessed_pseudogene
ENSG00000182327,GLTPD2,protein_coding
ENSG00000106341,PPP1R17,protein_coding
ENSG00000223662,SAMSN1-AS1,lncRNA
ENSG00000275848,KIR2DL4,protein_coding
ENSG00000280254,AC233723.2,TEC
ENSG00000228807,MRPS18CP6,processed_pseudogene
ENSG00000232709,MARK2P9,processed_pseudogene
ENSG00000089050,RBBP9,protein_coding
ENSG00000238056,PRRT1,protein_coding
ENSG00000279642,AL023973.1,TEC
ENSG00000286795,AL161652.1,lncRNA
ENSG00000185873,TMPRSS11B,protein_coding
ENSG00000263611,AC068408.1,lncRNA
ENSG00000188636,RTL6,protein_coding
ENSG00000280794,AC226496.5,unprocessed_pseudogene
ENSG00000265097,RBM22P1,processed_pseudogene
ENSG00000281704,AC226496.9,lncRNA
ENSG00000142507,PSMB6,protein_coding
ENSG00000180723,OR51A9P,unitary_pseudogene
ENSG00000236881,BX005428.2,unprocessed_pseudogene
ENSG00000276910,GTF2H2,protein_coding
ENSG00000215333,KRT18P23,processed_pseudogene
ENSG00000281127,AC226496.6,unprocessed_pseudogene
ENSG00000244329,UBA52P9,processed_pseudogene
ENSG00000249123,MICE,transcribed_unprocessed_pseudogene
ENSG00000281612,AC226496.8,unprocessed_pseudogene
ENSG00000264151,AC090403.1,lncRNA
ENSG00000174950,CD164L2,protein_coding
ENSG00000242511,RPL23AP1,transcribed_processed_pseudogene
ENSG00000237921,AC004543.1,lncRNA
ENSG00000155307,SAMSN1,protein_coding
ENSG00000226267,BX005428.1,unprocessed_pseudogene
ENSG00000230545,HLA-F-AS1,lncRNA
ENSG00000166069,TMCO5A,protein_coding
ENSG00000274128,AC027807.2,lncRNA
ENSG00000236969,GGT8P,unprocessed_pseudogene
ENSG00000156218,ADAMTSL3,protein_coding
ENSG00000286465,AC068408.2,lncRNA
ENSG00000228781,AL353705.1,processed_pseudogene
ENSG00000264790,AC021382.1,lncRNA
ENSG00000279095,AC243964.4,TEC
ENSG00000262165,AC233723.1,protein_coding
ENSG00000260647,AC127537.1,lncRNA
ENSG00000166135,HIF1AN,protein_coding
ENSG00000263405,PA2G4P3,processed_pseudogene
ENSG00000259868,AL163952.1,lncRNA
ENSG00000144134,RABL2A,protein_coding
ENSG00000235235,IGKV1OR2-1,IG_V_pseudogene
ENSG00000177542,SLC25A22,protein_coding
ENSG00000254104,AC136777.2,processed_pseudogene
ENSG00000234819,AL353705.4,processed_pseudogene
ENSG00000186567,CEACAM19,protein_coding
ENSG00000270789,AC135983.6,processed_pseudogene
ENSG00000250274,AC034199.1,lncRNA
ENSG00000134152,KATNBL1,protein_coding
ENSG00000272812,AC004908.2,lncRNA
ENSG00000214330,ABCD1P5,unprocessed_pseudogene
ENSG00000223508,RPL23AP53,transcribed_processed_pseudogene
ENSG00000235172,LINC01366,lncRNA
ENSG00000261375,AC135983.5,unprocessed_pseudogene
ENSG00000231207,FO393419.1,processed_pseudogene
ENSG00000275131,AC241952.2,transcribed_unprocessed_pseudogene
ENSG00000237085,AC127391.1,processed_pseudogene
ENSG00000254912,AC135983.4,unprocessed_pseudogene
ENSG00000213400,RPL12P18,processed_pseudogene
ENSG00000187012,LINC00207,lncRNA
ENSG00000034510,TMSB10,protein_coding
ENSG00000273402,AC004908.3,lncRNA
ENSG00000227497,PABPC1P6,processed_pseudogene
ENSG00000274920,KIR3DL1,protein_coding
ENSG00000106178,CCL24,protein_coding
ENSG00000214329,SLC9B1P2,transcribed_unprocessed_pseudogene
ENSG00000256115,LINC02443,lncRNA
ENSG00000186854,TRABD2A,protein_coding
ENSG00000129925,PGAP6,protein_coding
ENSG00000181773,GPR3,protein_coding
ENSG00000226481,ACTR3BP2,processed_pseudogene
ENSG00000198523,PLN,protein_coding
ENSG00000255339,AL133352.1,protein_coding
ENSG00000234898,CHEK2P3,unprocessed_pseudogene
ENSG00000066136,NFYC,protein_coding
ENSG00000235147,AC128677.1,processed_pseudogene
ENSG00000277763,AL138995.1,lncRNA
ENSG00000139946,PELI2,protein_coding
ENSG00000223816,IGKV1OR2-2,unprocessed_pseudogene
ENSG00000188037,CLCN1,protein_coding
ENSG00000111860,CEP85L,protein_coding
ENSG00000286156,AC026273.1,transcribed_unprocessed_pseudogene
ENSG00000261522,AL845331.3,transcribed_unprocessed_pseudogene
ENSG00000224891,AC007899.1,processed_pseudogene
ENSG00000007866,TEAD3,protein_coding
ENSG00000234300,LINC00229,lncRNA
ENSG00000230666,CEACAM22P,transcribed_unprocessed_pseudogene
ENSG00000148343,MIGA2,protein_coding
ENSG00000224254,MTCO1P39,unprocessed_pseudogene
ENSG00000166136,NDUFB8,protein_coding
ENSG00000231625,SLC47A1P2,transcribed_unprocessed_pseudogene
ENSG00000055332,EIF2AK2,protein_coding
ENSG00000231801,ANP32BP2,processed_pseudogene
ENSG00000259916,AL845331.2,protein_coding
ENSG00000266903,AC243964.3,lncRNA
ENSG00000124134,KCNS1,protein_coding
ENSG00000164331,ANKRA2,protein_coding
ENSG00000197674,OR51C1P,protein_coding
ENSG00000167332,OR51E2,protein_coding
ENSG00000276362,AC010087.1,unprocessed_pseudogene
ENSG00000237353,PATE4,protein_coding
ENSG00000287634,AC114277.1,lncRNA
ENSG00000285948,AC123768.5,lncRNA
ENSG00000276724,AC123768.4,lncRNA
ENSG00000242292,AC010631.1,processed_pseudogene
ENSG00000223509,AC135983.3,transcribed_processed_pseudogene
ENSG00000196396,PTPN1,protein_coding
ENSG00000256346,AC092470.1,processed_pseudogene
ENSG00000275569,AL355073.2,lncRNA
ENSG00000276504,TFPT,protein_coding
ENSG00000227760,AC135001.1,processed_pseudogene
ENSG00000259483,AL355073.1,lncRNA
ENSG00000105672,ETV2,protein_coding
ENSG00000260209,AP000842.3,lncRNA
ENSG00000263219,RYKP1,processed_pseudogene
ENSG00000233340,AL139120.1,lncRNA
ENSG00000086504,MRPL28,protein_coding
ENSG00000211734,TRBV5-1,TR_V_gene
ENSG00000234017,AC022018.1,processed_pseudogene
ENSG00000256084,AC092112.1,lncRNA
ENSG00000262728,AC123768.3,lncRNA
ENSG00000285676,AL158212.5,lncRNA
ENSG00000274112,SMDT1,protein_coding
ENSG00000083223,TUT7,protein_coding
ENSG00000255763,MRPS18CP4,processed_pseudogene
ENSG00000211706,TRBV6-1,TR_V_gene
ENSG00000255749,GNAI2P1,processed_pseudogene
ENSG00000151532,VTI1A,protein_coding
ENSG00000211707,TRBV7-1,TR_V_gene
ENSG00000244573,RPL30P11,transcribed_processed_pseudogene
ENSG00000211745,TRBV4-2,TR_V_gene
ENSG00000206446,HLA-F-AS1,lncRNA
ENSG00000232653,GOLGA8N,protein_coding
ENSG00000259719,LINC02284,lncRNA
ENSG00000203288,TDRKH-AS1,lncRNA
ENSG00000224788,LINC02670,lncRNA
ENSG00000239827,SUGT1P3,transcribed_unprocessed_pseudogene
ENSG00000219039,AC005102.1,processed_pseudogene
ENSG00000249602,AL589765.4,lncRNA
ENSG00000223708,AL645935.1,unprocessed_pseudogene
ENSG00000213645,SLC25A1P3,processed_pseudogene
ENSG00000233241,DDX39BP1,unprocessed_pseudogene
ENSG00000232141,ETF1P1,processed_pseudogene
ENSG00000143450,OAZ3,protein_coding
ENSG00000234242,DDX39BP2,unprocessed_pseudogene
ENSG00000175121,WFDC5,protein_coding
ENSG00000075826,SEC31B,protein_coding
ENSG00000226893,HLA-H,unprocessed_pseudogene
ENSG00000176268,CYCSP34,processed_pseudogene
ENSG00000261665,TUBAP4,transcribed_processed_pseudogene
ENSG00000287837,AL590064.1,lncRNA
ENSG00000251581,MICE,transcribed_unprocessed_pseudogene
ENSG00000102743,SLC25A15,protein_coding
ENSG00000232043,AL133230.2,lncRNA
ENSG00000113643,RARS1,protein_coding
ENSG00000229653,ZNRD1ASP,lncRNA
ENSG00000198331,HYLS1,protein_coding
ENSG00000273136,NBPF26,protein_coding
ENSG00000183087,GAS6,protein_coding
ENSG00000198826,ARHGAP11A,protein_coding
ENSG00000166387,PPFIBP2,protein_coding
ENSG00000278207,KIR2DL1,protein_coding
ENSG00000105983,LMBR1,protein_coding
ENSG00000119912,IDE,protein_coding
ENSG00000176951,OR51N1P,unprocessed_pseudogene
ENSG00000236232,MTCYBP24,unprocessed_pseudogene
ENSG00000167346,MMP26,protein_coding
ENSG00000184599,TAFA3,protein_coding
ENSG00000198839,ZNF277,protein_coding
ENSG00000162368,CMPK1,protein_coding
ENSG00000197989,SNHG12,lncRNA
ENSG00000274041,AC012314.2,lncRNA
ENSG00000110060,PUS3,protein_coding
ENSG00000236829,Z97634.1,transcribed_processed_pseudogene
ENSG00000277185,GU182351.6,unprocessed_pseudogene
ENSG00000277365,NDUFA6,protein_coding
ENSG00000275885,PRPF31,protein_coding
ENSG00000183765,CHEK2,protein_coding
ENSG00000169075,Z99496.1,processed_pseudogene
ENSG00000276254,GU182351.5,unprocessed_pseudogene
ENSG00000286339,Z99496.2,lncRNA
ENSG00000217330,SSXP10,processed_pseudogene
ENSG00000280021,OR51F1,protein_coding
ENSG00000168852,TPTE2P5,transcribed_unprocessed_pseudogene
ENSG00000277657,GU182351.7,protein_coding
ENSG00000176925,OR51F2,protein_coding
ENSG00000184497,TMEM255B,protein_coding
ENSG00000280880,BX247885.2,lncRNA
ENSG00000198217,OR51H2P,transcribed_unprocessed_pseudogene
ENSG00000281542,AL021878.4,lncRNA
ENSG00000125899,C20orf187,lncRNA
ENSG00000280556,BX247885.1,lncRNA
ENSG00000270777,AL158042.1,lncRNA
ENSG00000205497,OR51A4,protein_coding
ENSG00000275211,CYP2D6,protein_coding
ENSG00000229758,DYNLT3P2,processed_pseudogene
ENSG00000278216,UGT2A3,protein_coding
ENSG00000176893,OR51G2,protein_coding
ENSG00000230990,AL049649.1,lncRNA
ENSG00000159352,PSMD4,protein_coding
ENSG00000187191,DAZ3,protein_coding
ENSG00000258453,OR11H2,protein_coding
ENSG00000272634,OR51F5P,transcribed_unprocessed_pseudogene
ENSG00000277322,GOLGA6L6,protein_coding
ENSG00000176895,OR51A7,protein_coding
ENSG00000254902,ANO1-AS1,lncRNA
ENSG00000255143,AP000879.2,lncRNA
ENSG00000237383,CNN2P11,processed_pseudogene
ENSG00000215481,BCRP3,lncRNA
ENSG00000227265,AL845331.1,processed_pseudogene
ENSG00000272664,OR51C4P,unprocessed_pseudogene
ENSG00000233695,GAS6-AS1,lncRNA
ENSG00000237550,AC243919.1,transcribed_processed_pseudogene
ENSG00000213355,CNN2P8,processed_pseudogene
ENSG00000258797,AC023310.3,unprocessed_pseudogene
ENSG00000131620,ANO1,protein_coding
ENSG00000259429,UBE2Q2P2,transcribed_unprocessed_pseudogene
ENSG00000176904,OR51H1,transcribed_unprocessed_pseudogene
